"location","year","newid","log_area_t0","flow_t0","surv_t1","log_area_t1","seeds"
"ATT",2009,"880",3.94809026675594,0,1,3.34195446318562,0
"ATT",2008,"PRE_08_1307",NA,NA,NA,NA,NA
"ATT",2014,"3234",6.91305088164317,1,0,NA,NA
"ATT",2009,"3333",2.24334217451751,NA,0,NA,0
"ATT",2011,"919",4.4769343960246,1,1,5.44201529206819,2
"ATT",2010,"4088",4.03510164374557,NA,1,2.64880728262568,5
"ATT",2009,"762",4.23577233920772,0,1,4.4769343960246,0
"ATT",2014,"7007",3.78378721546466,0,NA,NA,0
"ATT",2016,"8323",5.68536155069992,1,1,5.93222162863145,5
"ATT",2011,"4446",5.29969906988793,1,0,NA,4
"ATT",2014,"8343",NA,NA,NA,3.09064003490472,0
"ATT",2015,"8373",3.6296365356374,NA,1,5.28786461224093,NA
"ATT",2016,"6294",6.83508934017346,1,1,5.6933297203491,11
"ATT",2012,"6270",3.65025582284014,NA,0,NA,NA
"ATT",2016,"9222",4.18925232357282,0,1,1.1447298858494,NA
"ATT",2013,"7747",NA,NA,NA,1.55019499395756,0
"ATT",2015,"6967",6.23540788761919,0,1,6.44304725239744,0
"ATT",2013,"3309",5.99284625044788,1,0,NA,5
"ATT",2013,"4404",5.10554305544698,1,1,6.07740363847594,4
"ATT",2013,"4484",6.45546977239599,1,1,7.11343744583477,10
"ATT",2018,"9223",5.07655551857372,0,NA,NA,0
"ATT",2016,"9161",3.34195446318562,NA,1,3.09064003490472,NA
"ATT",2015,"4459",6.32791694514381,0,NA,NA,0
"ATT",2014,"5345",6.37583850270399,1,NA,NA,NA
"ATT",2014,"7732",2.24334217451751,NA,1,2.64880728262568,NA
"ATT",2011,"2606",5.92385337896093,1,1,7.20851509453701,5
"ATT",2017,"9242",6.45051926723614,1,1,5.74990007183749,5
"ATT",2008,"2606",NA,NA,NA,1.55019499395756,0
"ATT",2008,"SL_08_74",NA,NA,0,NA,0
"ATT",2012,"3286",6.3487365729262,1,1,6.87482966882297,21
"ATT",2008,"772",4.86438099863009,1,1,2.46648572583172,1
"ATT",2013,"6987",3.09064003490472,NA,1,3.78378721546466,NA
"ATT",2011,"5429",2.46648572583172,NA,0,NA,NA
"ATT",2014,"7903",2.46648572583172,NA,1,3.6296365356374,NA
"ATT",2012,"6970",NA,NA,NA,3.31378358621892,0
"ATT",2017,"9491",3.44731497884344,NA,1,4.4769343960246,NA
"ATT",2018,"9497",5.81052469365392,1,NA,NA,2
"ATT",2013,"6277",4.92891951976766,1,1,5.63617130650915,2
"ATT",2013,"6206",4.9895441415841,1,1,5.82686111297362,2
"ATT",2015,"9257",NA,NA,NA,4.26929503124636,0
"ATT",2014,"7726",3.15963290639166,NA,NA,NA,NA
"ATT",2008,"SL_08_97",NA,NA,0,NA,0
"ATT",2015,"6020",5.2390744480715,0,NA,NA,0
"ATT",2008,"3277",NA,NA,1,4.26929503124636,0
"ATT",2015,"6042",5.65558939236625,0,NA,NA,0
"ATT",2014,"6146",5.42139600486546,1,1,6.11800939340189,3
"ATT",2014,"7111",5.18778115368395,1,1,6.52000829353356,1
"ATT",2015,"7737",5.68269132214404,0,NA,NA,0
"ATT",2012,"788",6.56083028805382,1,1,7.19681905477382,7
"ATT",2009,"936",4.44056675185373,0,1,4.9895441415841,0
"ATT",2012,"7367",NA,NA,NA,3.90157025112104,0
"ATT",2015,"8363",3.6296365356374,0,1,4.40282642387088,NA
"ATT",2010,"757",5.03655018396003,1,1,5.53917904052184,3
"ATT",2014,"6881",5.41442733554936,0,1,6.16861040669568,0
"ATT",2013,"4327",7.3340201762873,1,1,7.07165591181981,25
"ATT",2008,"898",6.10757451610931,1,0,NA,2
"ATT",2010,"827",4.10224094658319,0,1,3.78378721546466,0
"ATT",2010,"926",4.45891589052193,0,1,5.48202062668189,0
"ATT",2015,"7107",6.41129855408286,0,0,NA,0
"ATT",2015,"9236",NA,NA,NA,5.58148142021253,0
"ATT",2008,"2791",NA,NA,NA,1.1447298858494,0
"ATT",2009,"4407",NA,NA,NA,2.46648572583172,0
"ATT",2014,"3286",7.44229950498594,1,0,NA,13
"ATT",2008,"907",4.61046578864912,0,0,NA,0
"ATT",2012,"6256",3.22417142752923,NA,0,NA,NA
"ATT",2014,"7785",1.55019499395756,NA,0,NA,NA
"ATT",2016,"9136",3.74741957129378,NA,1,4.79538812714314,NA
"ATT",2012,"2642",5.65558939236625,1,1,2.24334217451751,14
"ATT",2013,"5459",6.94382254030992,1,1,6.46039589073205,7
"ATT",2010,"4456",4.10224094658319,0,1,5.53917904052184,NA
"ATT",2013,"7772",NA,NA,NA,3.31378358621892,0
"ATT",2014,"4311",6.71498096788108,1,0,NA,NA
"ATT",2015,"9152",NA,NA,NA,3.56509801449983,0
"ATT",2015,"9205",NA,NA,NA,1.95566010206573,0
"ATT",2008,"2670",NA,NA,NA,NA,0
"ATT",2014,"7849",1.55019499395756,NA,1,2.93648935507746,NA
"ATT",2015,"4327",6.70925029317209,0,NA,NA,0
"ATT",2010,"2630",3.49610514301288,0,1,4.52060945952727,0
"ATT",2015,"9163",NA,NA,NA,4.15288467940195,0
"ATT",2011,"3306",4.4769343960246,0,1,5.70907807731724,0
"ATT",2011,"757",5.53917904052184,1,1,6.01610311261215,3
"ATT",2013,"6288",2.7541677982835,0,1,4.70007794733882,0
"ATT",2011,"3203",3.94809026675594,0,1,5.42139600486546,0
"ATT",2015,"4308",6.05738477158545,0,NA,NA,0
"ATT",2013,"7723",NA,NA,NA,3.44731497884344,0
"ATT",2011,"6297",NA,NA,NA,4.61046578864912,0
"ATT",2011,"6154",NA,NA,NA,1.83787706640935,0
"ATT",2014,"7797",3.31378358621892,NA,1,4.4769343960246,NA
"ATT",2013,"6899",3.6296365356374,NA,1,5.24737325088619,NA
"ATT",2010,"4430",4.4769343960246,0,1,6.26869386525266,NA
"ATT",2016,"9500",NA,NA,NA,2.7541677982835,0
"ATT",2014,"7083",5.20085323525131,0,1,6.10757451610931,0
"ATT",2014,"2787",4.45891589052193,0,NA,NA,0
"ATT",2009,"2656",2.93648935507746,NA,1,4.26929503124636,0
"ATT",2014,"4460",6.44054412217932,1,NA,NA,NA
"ATT",2014,"7074",5.18778115368395,1,NA,NA,NA
"ATT",2008,"SL_08_70",NA,NA,0,NA,0
"ATT",2017,"9479",-0.241564475270491,NA,0,NA,NA
"ATT",2008,"3253",NA,NA,1,3.31378358621892,0
"ATT",2010,"2609",5.17008157658455,0,0,NA,0
"ATT",2011,"2794",5.64453955617966,1,1,6.86667966446105,4
"ATT",2016,"8378",3.74741957129378,0,1,5.88748573479006,0
"ATT",2016,"7060",5.82686111297362,1,0,NA,3
"ATT",2011,"6263",NA,NA,NA,2.46648572583172,0
"ATT",2011,"3220",3.6296365356374,0,1,5.55752817919004,0
"ATT",2010,"3245",4.70007794733882,0,1,4.44056675185373,0
"ATT",2014,"7884",2.93648935507746,NA,1,3.85278008695161,NA
"ATT",2008,"937",6.29512712232081,1,0,NA,7
"ATT",2011,"2641",2.64880728262568,0,1,4.9895441415841,0
"ATT",2013,"7799",NA,NA,NA,3.09064003490472,0
"ATT",2011,"2631",4.88239950413277,1,1,6.3704765595626,1
"ATT",2014,"8306",NA,NA,NA,2.46648572583172,0
"ATT",2013,"5431",6.27314821560204,1,1,6.29512712232081,7
"ATT",2010,"3286",4.40282642387088,0,1,6.59362011087681,0
"ATT",2013,"6172",4.3535553748641,0,1,5.01593089675729,0
"ATT",2017,"8384",4.494633973124,0,0,NA,0
"ATT",2014,"7352",4.54592726751156,0,NA,NA,0
"ATT",2014,"6873",5.48853530770308,0,1,6.37850873125987,0
"ATT",2009,"3339",1.55019499395756,NA,0,NA,0
"ATT",2013,"853",6.71783403686349,1,0,NA,20
"ATT",2012,"6278",2.46648572583172,NA,1,2.24334217451751,NA
"ATT",2012,"6989",NA,NA,NA,1.95566010206573,0
"ATT",2013,"6902",2.24334217451751,NA,1,3.56509801449983,NA
"ATT",2010,"3287",5.10554305544698,0,1,6.14531484409215,0
"ATT",2014,"7709",3.31378358621892,NA,1,3.94809026675594,NA
"ATT",2009,"3259",3.34195446318562,0,1,0.451582705289457,0
"ATT",2014,"7834",2.46648572583172,NA,1,2.93648935507746,NA
"ATT",2013,"3316",6.52692873637814,1,1,6.62744997539522,8
"ATT",2014,"726",6.99693236562388,1,1,5.52675652052328,13
"ATT",2012,"4457",5.6933297203491,1,1,5.79869023600692,6
"ATT",2011,"6145",NA,NA,NA,3.09064003490472,0
"ATT",2015,"855",6.75420168103436,1,NA,NA,1
"ATT",2011,"3236",4.72128015498942,0,1,5.03655018396003,0
"ATT",2015,"6958",5.05675289127755,0,NA,NA,0
"ATT",2013,"6001",2.46648572583172,0,1,3.90157025112104,0
"ATT",2009,"2668",2.24334217451751,NA,0,NA,0
"ATT",2018,"9500",4.494633973124,1,NA,NA,3
"ATT",2008,"895",4.88239950413277,0,1,5.83378155581819,0
"ATT",2008,"749",5.61636867921297,1,1,5.57554668469272,3
"ATT",2009,"801",4.54592726751156,1,0,NA,4
"ATT",2015,"6963",4.92891951976766,0,NA,NA,0
"ATT",2017,"10001",2.7541677982835,NA,1,4.1151443514191,NA
"ATT",2014,"7740",2.24334217451751,NA,0,NA,NA
"ATT",2014,"7872",2.93648935507746,NA,1,3.94809026675594,NA
"ATT",2010,"3335",1.95566010206573,0,0,NA,0
"ATT",2012,"6204",4.00693076677887,NA,1,6.08815643025221,NA
"ATT",2008,"843",2.39749285434477,0,0,NA,0
"ATT",2014,"7039",3.31378358621892,0,1,3.22417142752923,0
"ATT",2017,"9164",4.61046578864912,1,1,4.76907081882576,1
"ATT",2013,"7363",2.93648935507746,NA,1,5.28786461224093,NA
"ATT",2008,"3256",NA,NA,1,4.72824882430551,0
"ATT",2013,"7107",3.67045853015766,NA,1,6.01226433630498,NA
"ATT",2015,"852",6.68009370888064,0,1,5.88092833424389,0
"ATT",2015,"6026",4.95139237561972,0,NA,NA,0
"ATT",2009,"789",6.0719835710066,0,0,NA,0
"ATT",2014,"7410",5.28786461224093,1,1,6.05000466428783,6
"ATT",2009,"3341",2.24334217451751,NA,0,NA,0
"ATT",2011,"5463",0.857047813397617,NA,NA,NA,NA
"ATT",2010,"2673",4.83360933996334,1,1,5.47546322613573,2
"ATT",2009,"3303",2.53102424696929,NA,1,3.65025582284014,0
"ATT",2015,"7712",4.41239587488703,0,NA,NA,0
"ATT",2017,"7862",6.25067535974998,1,0,NA,7
"ATT",2012,"769",6.40482603957724,1,1,7.39807781258753,23
"ATT",2015,"7100",6.0863723084587,0,1,5.93845217838208,0
"ATT",2013,"6872",2.46648572583172,NA,1,3.6296365356374,NA
"ATT",2010,"846",5.2390744480715,1,1,5.72714308471487,1
"ATT",2009,"2634",1.55019499395756,NA,1,3.65025582284014,0
"ATT",2012,"6294",2.80295796245293,NA,1,5.37883639044666,NA
"ATT",2008,"SL_08_60",NA,NA,0,NA,0
"ATT",2013,"2640",2.24334217451751,0,1,5.34193183351121,0
"ATT",2012,"794",5.76970269913367,1,0,NA,10
"ATT",2013,"6284",3.09064003490472,0,1,4.92891951976766,0
"ATT",2018,"8312",5.58738114233971,0,NA,NA,0
"ATT",2016,"9229",4.3535553748641,NA,1,5.64731348306239,NA
"ATT",2009,"3311",4.54592726751156,0,1,5.10554305544698,0
"ATT",2015,"9235",NA,NA,NA,3.49610514301288,0
"ATT",2009,"3317",1.95566010206573,NA,1,2.64880728262568,0
"ATT",2017,"10059",NA,NA,NA,2.24334217451751,0
"ATT",2013,"6921",2.46648572583172,NA,1,3.90157025112104,NA
"ATT",2014,"7067",5.79869023600692,1,1,5.84748040017636,NA
"ATT",2015,"6014",5.64453955617966,0,NA,NA,0
"ATT",2018,"9994",3.09064003490472,NA,NA,NA,NA
"ATT",2012,"5343",4.53755901784104,1,1,5.20085323525131,4
"ATT",2011,"794",4.26929503124636,1,1,5.76970269913367,1
"ATT",2012,"7402",NA,NA,NA,6.28639344235206,0
"ATT",2013,"6852",1.55019499395756,NA,1,3.56509801449983,NA
"ATT",2013,"7020",1.55019499395756,NA,1,3.91731860808918,NA
"ATT",2012,"6871",NA,NA,NA,3.15963290639166,0
"ATT",2013,"6150",5.07655551857372,1,1,6.08815643025221,2
"ATT",2014,"7809",3.15963290639166,NA,1,3.90157025112104,NA
"ATT",2016,"9238",3.34195446318562,NA,1,4.34340300340008,NA
"ATT",2014,"7713",3.31378358621892,NA,0,NA,NA
"ATT",2012,"6039",4.03510164374557,NA,1,5.28786461224093,NA
"ATT",2008,"PRE_08_1218",NA,NA,NA,NA,NA
"ATT",2014,"8378",NA,NA,NA,2.24334217451751,0
"ATT",2013,"3234",6.75420168103436,1,1,6.91305088164317,16
"ATT",2012,"6134",6.07740363847594,1,1,6.46651960858258,9
"ATT",2015,"6874",4.95139237561972,0,NA,NA,0
"ATT",2011,"811",3.91731860808918,0,1,6.12146362826997,0
"ATT",2012,"5348",5.84748040017636,1,1,6.23540788761919,5
"ATT",2015,"6927",6.30378518506393,0,0,NA,0
"ATT",2011,"2636",2.7541677982835,0,1,5.65558939236625,0
"ATT",2013,"7713",NA,NA,NA,3.31378358621892,0
"ATT",2017,"9124",4.25824519505977,0,1,5.28786461224093,0
"ATT",2010,"4434",3.09064003490472,NA,0,NA,NA
"ATT",2011,"6296",NA,NA,NA,3.34195446318562,0
"ATT",2012,"7052",NA,NA,NA,3.15963290639166,0
"ATT",2011,"6058",NA,NA,NA,4.14046215940339,0
"ATT",2017,"9121",4.23577233920772,1,1,5.50143871253899,1
"ATT",2009,"4437",NA,NA,NA,3.09064003490472,0
"ATT",2008,"PRE_08_1277",NA,NA,NA,NA,NA
"ATT",2017,"9139",4.4769343960246,0,1,5.37883639044666,0
"ATT",2016,"9486",NA,NA,NA,2.24334217451751,0
"ATT",2013,"7000",2.7541677982835,NA,1,5.45216766353221,NA
"ATT",2008,"SL_08_86",NA,NA,0,NA,0
"ATT",2015,"6921",4.18925232357282,0,NA,NA,0
"ATT",2016,"9170",1.95566010206573,NA,0,NA,NA
"ATT",2014,"2634",6.34598553955431,1,NA,NA,NA
"ATT",2017,"9251",4.52060945952727,0,1,5.66651846289844,0
"ATT",2010,"4082",2.24334217451751,NA,1,3.6296365356374,NA
"ATT",2012,"7378",NA,NA,NA,1.55019499395756,0
"ATT",2014,"7788",2.93648935507746,NA,NA,NA,NA
"ATT",2012,"3247",4.92891951976766,1,1,6.02753180843577,4
"ATT",2008,"3317",NA,NA,NA,1.95566010206573,0
"ATT",2009,"3288",3.44731497884344,1,1,2.80295796245293,1
"ATT",2012,"6261",1.55019499395756,NA,1,2.53102424696929,NA
"ATT",2014,"6976",3.65025582284014,0,1,4.64878465295127,0
"ATT",2014,"4096",6.71783403686349,1,1,6.14699693027514,NA
"ATT",2012,"7332",NA,NA,NA,2.93648935507746,0
"ATT",2014,"6138",5.05675289127755,1,0,NA,1
"ATT",2009,"2652",2.7541677982835,NA,0,NA,0
"ATT",2010,"5335",NA,NA,NA,1.83787706640935,0
"ATT",2015,"9218",NA,NA,NA,2.97731134959771,0
"ATT",2010,"3300",3.67045853015766,0,1,4.54592726751156,0
"ATT",2016,"9495",NA,NA,NA,1.55019499395756,0
"ATT",2009,"889",5.26782386135749,0,1,4.03510164374557,0
"ATT",2011,"765",1.1447298858494,0,1,5.62206670032761,0
"ATT",2012,"3244",5.42139600486546,1,1,6.68009370888064,8
"ATT",2013,"6874",4.34340300340008,NA,1,6.16861040669568,NA
"ATT",2011,"5352",3.15963290639166,NA,1,4.83360933996334,NA
"ATT",2009,"3257",2.06102061772356,0,0,NA,0
"ATT",2018,"10063",1.55019499395756,NA,NA,NA,NA
"ATT",2015,"6136",6.48706413781421,0,NA,NA,0
"ATT",2012,"7082",NA,NA,NA,2.24334217451751,0
"ATT",2008,"757",4.23577233920772,1,1,3.94809026675594,1
"ATT",2018,"6853",6.05000466428783,1,NA,NA,5
"ATT",2011,"6242",NA,NA,NA,3.85278008695161,0
"ATT",2012,"853",6.06105450047442,1,1,6.71783403686349,16
"ATT",2012,"6041",2.24334217451751,NA,1,2.24334217451751,NA
"ATT",2012,"7046",NA,NA,NA,4.14046215940339,0
"ATT",2017,"9228",5.03143508329325,1,1,5.10554305544698,1
"ATT",2018,"9474",4.52060945952727,0,NA,NA,0
"ATT",2013,"6997",2.24334217451751,NA,1,4.80829153197905,NA
"ATT",2008,"783",4.95139237561972,1,0,NA,3
"ATT",2018,"6849",5.34193183351121,1,NA,NA,3
"ATT",2011,"4090",3.34195446318562,1,1,5.53298707027392,1
"ATT",2014,"2630",6.56083028805382,1,NA,NA,NA
"ATT",2014,"3289",7.59044970523498,1,1,7.20851509453701,11
"ATT",2008,"SL_08_61",NA,NA,0,NA,0
"ATT",2008,"853",4.54592726751156,0,1,4.25824519505977,0
"ATT",2015,"6939",4.95139237561972,0,NA,NA,0
"ATT",2012,"6901",NA,NA,NA,2.24334217451751,0
"ATT",2009,"4475",NA,NA,NA,2.24334217451751,0
"ATT",2015,"7802",3.25494308619599,0,NA,NA,0
"ATT",2012,"7001",NA,NA,NA,3.90157025112104,0
"ATT",2013,"5430",5.89400041581125,1,1,6.1368617083811,1
"ATT",2011,"6281",NA,NA,NA,1.1447298858494,0
"ATT",2008,"934",6.02183378732113,1,1,5.04670255542405,12
"ATT",2013,"6988",3.44731497884344,NA,1,4.66371030316794,NA
"ATT",2009,"893",5.2390744480715,0,1,5.09115431799488,0
"ATT",2012,"4435",6.14531484409215,1,0,NA,6
"ATT",2012,"6900",NA,NA,NA,2.7541677982835,0
"ATT",2017,"9990",NA,NA,NA,0.451582705289457,0
"ATT",2009,"2607",2.97731134959771,NA,1,4.03510164374557,0
"ATT",2015,"7832",3.34195446318562,0,NA,NA,0
"ATT",2010,"4090",3.49610514301288,NA,1,3.34195446318562,NA
"ATT",2010,"889",4.03510164374557,0,1,4.52060945952727,0
"ATT",2012,"6939",NA,NA,NA,2.80295796245293,0
"ATT",2008,"2650",2.93648935507746,NA,1,2.64880728262568,0
"ATT",2008,"925",4.10224094658319,0,1,2.24334217451751,0
"ATT",2014,"6279",2.64880728262568,0,NA,NA,0
"ATT",2013,"5428",5.90690382064716,1,1,6.50367187421387,6
"ATT",2013,"7382",2.53102424696929,NA,1,4.62596997518509,NA
"ATT",2015,"6952",5.79869023600692,1,NA,NA,2
"ATT",2013,"950",5.69860677744994,1,1,6.18168248826303,2
"ATT",2013,"7387",2.7541677982835,NA,1,4.79538812714314,NA
"ATT",2013,"6869",2.24334217451751,NA,1,3.90157025112104,NA
"ATT",2016,"9499",NA,NA,NA,1.55019499395756,0
"ATT",2012,"6014",1.95566010206573,NA,1,3.67045853015766,NA
"ATT",2008,"2663",3.22417142752923,NA,1,4.10224094658319,0
"ATT",2009,"2633",2.46648572583172,NA,1,4.18925232357282,0
"ATT",2008,"930",4.72128015498942,0,1,2.53102424696929,0
"ATT",2014,"6885",4.52060945952727,1,1,6.35830602394235,NA
"ATT",2016,"8371",7.29799435403054,1,0,NA,21
"ATT",2014,"7034",5.00545959688999,1,NA,NA,NA
"ATT",2015,"4076",6.39175395800989,0,NA,NA,0
"ATT",2016,"9152",3.56509801449983,NA,1,4.10224094658319,NA
"ATT",2015,"6992",5.00018253978915,0,NA,NA,0
"ATT",2014,"7745",2.24334217451751,NA,0,NA,NA
"ATT",2011,"809",4.79538812714314,1,1,5.96501145145444,1
"ATT",2013,"6281",3.74741957129378,0,1,4.32278371619735,0
"ATT",2015,"8325",4.3636057107176,0,1,5.36790731991447,NA
"ATT",2014,"7901",2.93648935507746,NA,1,4.3636057107176,NA
"ATT",2012,"2793",6.25067535974998,1,0,NA,14
"ATT",2012,"6972",NA,NA,NA,2.24334217451751,0
"ATT",2011,"6290",NA,NA,NA,4.00693076677887,0
"ATT",2014,"6258",4.07592363826582,0,NA,NA,0
"ATT",2013,"6849",3.09064003490472,NA,1,5.34193183351121,NA
"ATT",2008,"785",5.29969906988793,1,1,5.13371393241368,2
"ATT",2012,"6929",NA,NA,NA,2.93648935507746,0
"ATT",2012,"6912",NA,NA,NA,1.55019499395756,0
"ATT",2012,"7036",NA,NA,NA,1.1447298858494,0
"ATT",2013,"7410",4.14046215940339,0,1,5.28786461224093,NA
"ATT",2014,"6964",5.74990007183749,1,1,6.14531484409215,4
"ATT",2014,"852",6.47744867911477,1,1,6.68009370888064,NA
"ATT",2014,"4085",7.54165954106555,1,0,NA,24
"ATT",2014,"7776",3.91731860808918,NA,NA,NA,NA
"ATT",2015,"8341",2.46648572583172,NA,1,3.85278008695161,NA
"ATT",2013,"4092",5.35685748372788,1,1,5.4588790981202,3
"ATT",2009,"3238",4.3636057107176,0,1,4.8460318599619,0
"ATT",2011,"6284",NA,NA,NA,2.24334217451751,0
"ATT",2015,"8329",2.7541677982835,NA,1,3.44731497884344,NA
"ATT",2017,"10014",2.24334217451751,NA,0,NA,NA
"ATT",2008,"872",6.40482603957724,1,1,4.18925232357282,1
"ATT",2013,"740",7.19799483386283,1,1,7.03360784418228,26
"ATT",2013,"7395",2.24334217451751,NA,0,NA,NA
"ATT",2014,"4090",6.44927780214807,1,1,6.49302718470246,NA
"ATT",2014,"7757",3.34195446318562,NA,NA,NA,NA
"ATT",2011,"6054",NA,NA,NA,4.89423396177977,0
"ATT",2010,"2610",2.24334217451751,0,0,NA,0
"ATT",2015,"9250",NA,NA,NA,3.44731497884344,0
"ATT",2018,"9157",5.07655551857372,1,NA,NA,2
"ATT",2017,"7820",5.03655018396003,0,0,NA,0
"ATT",2014,"6935",4.72824882430551,1,1,4.78231604557578,NA
"ATT",2012,"6148",2.24334217451751,NA,1,3.67045853015766,NA
"ATT",2013,"787",6.9044199924439,1,1,7.44734886159431,24
"ATT",2012,"2663",5.76232259183605,1,1,5.61636867921297,5
"ATT",2011,"4454",3.09064003490472,0,1,5.35685748372788,0
"ATT",2014,"7810",2.93648935507746,NA,1,4.00693076677887,NA
"ATT",2012,"6888",NA,NA,NA,3.09064003490472,0
"ATT",2014,"7069",4.59471743168099,0,1,5.42486221284194,0
"ATT",2009,"3316",3.6296365356374,0,1,3.44731497884344,0
"ATT",2016,"9233",3.09064003490472,NA,1,4.32278371619735,NA
"ATT",2011,"6159",NA,NA,NA,2.64880728262568,0
"ATT",2010,"3291",5.33438462787582,0,1,5.01593089675729,0
"ATT",2008,"SL_08_108",NA,NA,NA,NA,0
"ATT",2009,"3222",2.7541677982835,0,1,3.78378721546466,0
"ATT",2011,"3264",4.25824519505977,0,1,6.29512712232081,0
"ATT",2011,"4312",4.72824882430551,0,1,6.2167738080743,0
"ATT",2009,"3299",4.00693076677887,0,1,4.59471743168099,0
"ATT",2011,"4461",4.45891589052193,0,1,5.35685748372788,0
"ATT",2015,"7725",4.4769343960246,0,NA,NA,0
"ATT",2013,"795",2.80295796245293,0,1,5.94052043144614,0
"ATT",2013,"5448",4.89423396177977,1,1,5.93845217838208,6
"ATT",2014,"8350",NA,NA,NA,5.7116788590173,0
"ATT",2013,"6131",6.31379241654017,1,1,6.76513075156655,5
"ATT",2008,"910",3.56509801449983,0,1,3.15963290639166,0
"ATT",2013,"7038",1.1447298858494,NA,0,NA,NA
"ATT",2009,"4318",NA,NA,NA,3.56509801449983,0
"ATT",2017,"9222",1.1447298858494,0,1,4.54592726751156,0
"ATT",2009,"2647",3.34195446318562,0,1,4.00693076677887,0
"ATT",2014,"6860",5.9730436231517,0,1,6.2167738080743,0
"ATT",2014,"4472",6.3664361500256,1,1,5.13371393241368,9
"ATT",2015,"9124",NA,NA,NA,3.31378358621892,0
"ATT",2015,"7720",4.34340300340008,0,NA,NA,0
"ATT",2010,"779",6.54289258736715,1,1,6.07017033388242,4
"ATT",2015,"8407",4.9895441415841,0,NA,NA,NA
"ATT",2013,"7361",3.09064003490472,NA,1,4.92891951976766,NA
"ATT",2009,"811",2.53102424696929,0,1,3.49610514301288,0
"ATT",2009,"2685",4.1151443514191,0,0,NA,0
"ATT",2014,"6229",5.99284625044788,1,NA,NA,NA
"ATT",2018,"9258",4.59471743168099,0,NA,NA,0
"ATT",2015,"4306",6.35830602394235,0,1,6.01226433630498,0
"ATT",2015,"3262",6.58280919477259,0,NA,NA,0
"ATT",2010,"5425",NA,NA,NA,1.83787706640935,0
"ATT",2013,"7765",NA,NA,NA,2.53102424696929,0
"ATT",2013,"786",7.27214477256921,1,1,7.67779171539012,31
"ATT",2014,"6947",4.55422607032625,0,1,5.00545959688999,0
"ATT",2013,"759",6.17025379243941,1,0,NA,14
"ATT",2013,"7872",NA,NA,NA,2.93648935507746,0
"ATT",2009,"3324",1.1447298858494,NA,0,NA,0
"ATT",2013,"6907",1.55019499395756,NA,1,3.85278008695161,NA
"ATT",2013,"6008",6.45793586489119,1,0,NA,5
"ATT",2010,"3327",2.46648572583172,0,1,4.00693076677887,0
"ATT",2014,"7875",3.15963290639166,NA,1,4.54592726751156,NA
"ATT",2013,"7329",2.24334217451751,NA,1,5.33438462787582,NA
"ATT",2014,"6050",5.89832007695576,1,1,5.74990007183749,NA
"ATT",2015,"8380",5.23070619840099,0,0,NA,NA
"ATT",2009,"833",5.70907807731724,0,0,NA,0
"ATT",2009,"3202",3.78378721546466,0,1,4.25824519505977,0
"ATT",2011,"2617",4.03510164374557,0,1,5.07655551857372,0
"ATT",2014,"6177",8.05248516483154,1,NA,NA,5
"ATT",2016,"7406",5.92175032876415,1,1,5.76478868433124,3
"ATT",2014,"7860",3.6296365356374,NA,1,4.72824882430551,NA
"ATT",2016,"7061",5.65558939236625,1,0,NA,5
"ATT",2017,"9130",3.15963290639166,0,1,4.45891589052193,NA
"ATT",2013,"7047",2.46648572583172,NA,1,4.72824882430551,NA
"ATT",2008,"2671",1.95566010206573,NA,1,2.24334217451751,0
"ATT",2008,"SL_08_81",NA,NA,0,NA,0
"ATT",2012,"799",5.70907807731724,1,1,6.46039589073205,10
"ATT",2014,"6884",5.65558939236625,1,1,5.04670255542405,NA
"ATT",2016,"9149",NA,NA,0,NA,0
"ATT",2014,"6148",4.32278371619735,1,1,4.90009908123217,3
"ATT",2008,"SL_08_64",NA,NA,0,NA,0
"ATT",2015,"6144",5.57554668469272,0,NA,NA,0
"ATT",2012,"2680",5.7245822638532,1,0,NA,14
"ATT",2013,"5357",4.80829153197905,1,1,5.60197994176087,3
"ATT",2013,"6887",2.93648935507746,NA,1,5.24737325088619,NA
"ATT",2016,"9121",3.34195446318562,NA,1,4.23577233920772,NA
"ATT",2012,"759",5.92385337896093,1,1,6.17025379243941,8
"ATT",2014,"5467",6.38117184867935,1,NA,NA,NA
"ATT",2018,"9481",5.79869023600692,1,NA,NA,1
"ATT",2012,"5341",3.85278008695161,1,0,NA,4
"ATT",2013,"6024",4.10224094658319,1,1,4.88833423965258,3
"ATT",2013,"2642",2.24334217451751,0,NA,NA,0
"ATT",2017,"10045",NA,NA,NA,2.64880728262568,0
"ATT",2012,"6882",NA,NA,NA,3.34195446318562,0
"ATT",2013,"7774",NA,NA,NA,3.31378358621892,0
"ATT",2010,"2658",3.91731860808918,0,1,4.14046215940339,0
"ATT",2016,"7862",5.29969906988793,1,1,6.25067535974998,3
"ATT",2014,"8366",NA,NA,NA,3.44731497884344,0
"ATT",2012,"6197",1.83787706640935,NA,1,2.64880728262568,NA
"ATT",2015,"9251",NA,NA,NA,2.93648935507746,0
"ATT",2008,"810",4.44056675185373,1,1,4.40282642387088,1
"ATT",2008,"PRE_08_1220",NA,NA,NA,NA,NA
"ATT",2014,"8326",NA,NA,NA,2.7541677982835,0
"ATT",2012,"5422",5.10076977669432,1,1,6.37850873125987,3
"ATT",2011,"5433",2.24334217451751,NA,1,4.07592363826582,NA
"ATT",2013,"6164",5.20085323525131,1,1,5.7245822638532,3
"ATT",2015,"6960",4.72824882430551,0,NA,NA,0
